#------------+
#  HEAPSORT  |
#------------+
#
#+--------+-----------------------------+
#|        |           aleatoire           |
#| Taille | Opérations     Comparaisons |
#+ -------+--------------+--------------+
       1              0               0  
       2              0               2  
       3              2               5  
       4              1               7  
       5              2              10  
       6              4              17  
       7              6              21  
       8              8              29  
       9              8              32  
      10             10              41  
      11             14              51  
      12             12              55  
      13             13              63  
      14             23              80  
      15             22              88  
      16             26             100  
      17             21             103  
      18             29             123  
      19             24             126  
      20             32             147  
      21             28             151  
      22             40             175  
      23             47             192  
      24             41             199  
      25             53             228  
      26             50             238  
      27             38             237  
      28             72             288  
      29             69             301  
      30             62             307  
      31             66             326  
      32             81             363  
      33             69             360  
      34             67             382  
      35             85             412  
      36             83             432  
      37            102             471  
      38            120             510  
      39             85             489  
      40             89             518  
      41            100             552  
      42            126             593  
      43            105             603  
      44            108             622  
      45            108             650  
      46            160             724  
      47            110             692  
      48            139             748  
      49            125             761  
      50            141             799  
      51            152             840  
      52            150             866  
      53            186             935  
      54            155             926  
      55            128             925  
      56            169             997  
      57            180            1028  
      58            136            1017  
      59            197            1111  
      60            199            1140  
      61            175            1147  
      62            192            1197  
      63            228            1269  
      64            226            1300  
      65            208            1318  
      66            220            1350  
      67            286            1456  
      68            319            1528  
      69            234            1474  
      70            266            1545  
      71            314            1628  
      72            256            1608  
      73            275            1657  
      74            299            1721  
      75            276            1740  
      76            257            1761  
      77            278            1815  
      78            270            1847  
      79            275            1896  
      80            295            1952  
      81            359            2054  
      82            309            2051  
      83            344            2123  
      84            303            2128  
      85            299            2164  
      86            327            2238  
      87            309            2262  
      88            412            2417  
      89            355            2397  
      90            362            2455  
      91            337            2470  
      92            404            2583  
      93            378            2617  
      94            342            2620  
      95            504            2829  
      96            457            2834  
      97            462            2893  
      98            382            2859  
      99            424            2948  
     100            497            3071  
     101            407            3035  
     102            429            3115  
     103            421            3155  
     104            496            3277  
     105            519            3351  
     106            521            3405  
     107            414            3355  
     108            468            3460  
     109            568            3618  
     110            441            3551  
     111            548            3706  
     112            514            3733  
     113            650            3918  
     114            535            3872  
     115            574            3963  
     116            630            4082  
     117            598            4105  
     118            590            4158  
     119            567            4197  
     120            695            4388  
     121            616            4367  
     122            533            4353  
     123            618            4489  
     124            631            4565  
     125            731            4721  
     126            740            4809  
     127            686            4809  
     128            662            4847  
     129            762            5019  
     130            724            5042  
     131            651            5041  
     132            670            5132  
     133            649            5166  
     134            713            5304  
     135            777            5438  
     136            828            5561  
     137            731            5522  
     138            807            5669  
     139            715            5644  
     140            930            5937  
     141            932            6011  
     142            905            6052  
     143           1034            6260  
     144           1085            6384  
     145           1120            6482  
     146            981            6417  
     147            869            6386  
     148            896            6479  
     149            809            6467  
     150            875            6608  
     151            834            6645  
     152           1043            6943  
     153           1238            7210  
     154           1004            7051  
     155           1293            7415  
     156            938            7145  
     157            847            7124  
     158           1301            7663  
     159           1123            7566  
     160           1016            7533  
     161            958            7558  
     162            997            7675  
     163           1122            7886  
     164            939            7787  
     165           1154            8077  
     166           1120            8129  
     167           1387            8480  
     168           1369            8553  
     169           1107            8374  
     170           1139            8491  
     171           1325            8771  
     172           1218            8744  
     173           1226            8836  
     174           1340            9046  
     175           1027            8820  
     176           1302            9182  
     177           1110            9061  
     178           1222            9283  
     179           1091            9228  
     180           1293            9525  
     181           1256            9578  
     182           1247            9657  
     183           1465            9984  
     184           1315            9920  
     185           1542           10235  
     186           1478           10262  
     187           1343           10225  
     188           1349           10320  
     189           1576           10657  
     190           1448           10618  
     191           1635           10906  
     192           1345           10710  
     193           1676           11143  
     194           1464           11015  
     195           1418           11064  
     196           1506           11256  
     197           1530           11360  
     198           1605           11563  
     199           1557           11596  
     200           1702           11856  
     201           1535           11781  
     202           1519           11881  
     203           1619           12077  
     204           1461           12012  
     205           1673           12336  
     206           1901           12664  
     207           1613           12478  
     208           1581           12551  
     209           1645           12706  
     210           1999           13188  
     211           1861           13146  
     212           1836           13219  
     213           2225           13735  
     214           1508           13120  
     215           1657           13378  
     216           1514           13344  
     217           1577           13515  
     218           2074           14114  
     219           2155           14311  
     220           1719           13977  
     221           2025           14392  
     222           2024           14508  
     223           2132           14726  
     224           1998           14708  
     225           2241           15064  
     226           2006           14941  
     227           2157           15208  
     228           2169           15335  
     229           1978           15258  
     230           1840           15240  
     231           1978           15486  
     232           2084           15716  
     233           1800           15540  
     234           2161           16020  
     235           2004           15989  
     236           2210           16317  
     237           2505           16726  
     238           1981           16322  
     239           1935           16394  
     240           2057           16632  
     241           2128           16821  
     242           2204           17028  
     243           1911           16855  
     244           2352           17420  
     245           1893           17071  
     246           2000           17312  
